Player,Country,Matches,Field_Catches,Bat_Avg_T20,Strike_Rate_T20,Bowl_Avg_T20,Econ_T20,Bowl_Wkts_T20,Bat_Runs_T20,Bat_Avg_ODI,Strike_Rate_ODI,Bowl_Avg_ODI,Econ_ODI,Bowl_Wkts_ODI,Bat_Runs_ODI,Bat_Avg_Test,Strike_Rate_Test,Bowl_Avg_Test,Econ_Test,Bowl_Wkts_Test,Bat_Runs_Test,Bat_Avg_Overall,Bowl_Wkts_Overall,Avg_vs_International,Avg_vs_League,Avg_vs_Australia,Avg_vs_India,Avg_vs_England
B Rawal,Nepal,30,9,13.7,60.89,0.0,0.0,0.0,274.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.7,0.0,10.4,14.8,0.0,17.0,0.0
A Bidari,Nepal,1,0,0.0,0.0,0.0,3.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shafali Verma,India,179,55,27.63,130.83,21.5,6.0,10.0,3620.0,25.55,82.42,37.33,5.21,3.0,741.0,70.88,74.12,7.0,2.33,1.0,567.0,29.33,14.0,29.41,29.15,23.17,0.0,24.29
AA Alleyne,West Indies,123,25,10.41,82.16,28.57,6.81,47.0,479.0,16.97,63.78,27.36,5.21,45.0,509.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,92.0,14.22,8.44,22.2,9.0,10.47
LAGL Kirby,West Indies,18,4,12.4,61.79,14.33,4.87,6.0,186.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.4,6.0,9.0,14.67,0.0,0.0,8.75
S Lateh,Thailand,3,5,3.0,60.0,32.5,7.22,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,0.0,0.0,0.0,0.0
JM Kerr,New Zealand,159,47,17.16,120.0,23.38,6.05,103.0,738.0,11.19,101.0,25.18,4.3,60.0,302.0,0.0,0.0,0.0,0.0,0.0,0.0,14.86,163.0,11.44,19.69,10.0,11.0,12.8
N Mlaba,South Africa,110,12,4.0,57.14,24.53,6.22,53.0,16.0,4.23,56.12,33.76,4.77,51.0,55.0,7.67,65.71,38.62,3.92,13.0,46.0,5.09,117.0,5.09,0.0,7.33,1.57,7.5
RM Ghosh,India,160,100,24.83,129.79,0.0,0.0,0.0,2061.0,30.95,101.15,0.0,0.0,0.0,1145.0,50.33,66.81,0.0,0.0,0.0,151.0,27.29,0.0,29.61,22.98,28.5,0.0,24.92
Sadia Iqbal,Pakistan,82,6,2.29,44.44,18.05,5.57,61.0,16.0,3.8,44.19,24.86,3.89,44.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,3.18,105.0,3.18,0.0,6.0,0.0,3.0
H Karunaratne,Sri Lanka,23,6,19.86,66.51,0.0,8.2,0.0,139.0,16.36,42.45,0.0,7.74,0.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,17.72,0.0,17.72,0.0,11.0,3.67,31.2
S Sandeepani,Sri Lanka,1,0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Syeda Aroob Shah,Pakistan,17,4,7.0,53.85,55.0,6.93,5.0,21.0,0.0,0.0,8.5,4.43,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,7.0,0.0,1.0,16.0,3.0
M Methtananda,Sri Lanka,1,0,0.0,0.0,0.0,11.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fatima Sana,Pakistan,125,38,25.08,110.78,28.08,7.25,62.0,627.0,16.68,71.24,29.25,5.36,73.0,634.0,0.0,0.0,0.0,0.0,0.0,0.0,20.02,135.0,19.09,27.43,14.71,15.5,12.25
S Jafta,South Africa,50,75,23.0,127.78,0.0,0.0,0.0,138.0,14.42,62.99,0.0,0.0,0.0,274.0,5.14,24.83,0.0,0.0,0.0,36.0,14.0,0.0,14.0,0.0,9.8,16.0,9.14
Rameen Shamim,Pakistan,27,4,28.5,132.56,39.71,7.01,7.0,57.0,14.5,48.33,36.07,4.44,15.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,22.0,18.0,0.0,15.0,0.0,4.0
N Shangase,South Africa,35,11,12.75,70.83,13.0,7.16,18.0,102.0,14.36,64.49,54.91,5.4,11.0,158.0,0.0,0.0,0.0,0.0,0.0,0.0,13.68,29.0,13.68,0.0,0.0,13.33,15.67
I van Zyl,Namibia,53,7,9.0,51.87,21.57,4.61,35.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,35.0,8.75,9.38,0.0,0.0,0.0
T Modise,Botswana,11,3,5.11,38.02,0.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.11,0.0,0.0,5.11,0.0,0.0,0.0
SA Wittmann,Namibia,71,24,18.22,90.97,16.09,4.35,34.0,1148.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.22,34.0,14.89,20.89,0.0,0.0,0.0
B Madimabe,Botswana,11,3,4.0,26.28,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,8.0,3.5,0.0,0.0,0.0
M Short,Namibia,8,1,19.5,95.12,8.85,3.47,13.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.5,13.0,1.0,38.0,0.0,0.0,0.0
T Shadrack,Botswana,46,7,11.78,50.88,15.47,4.13,43.0,318.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.78,43.0,1.0,12.19,0.0,0.0,0.0
V Thari Thari,Botswana,1,0,0.0,0.0,47.0,12.26,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
M Bosman,Namibia,1,1,2.0,25.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0
A van Schoor,Namibia,1,0,39.0,121.88,0.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,39.0,0.0,0.0,0.0
RV Kalpana,Unknown,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Komal Zanzad,Royal Challengers Bangalore,3,0,5.0,71.43,0.0,8.33,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0
SD Pradhan,Velocity,2,0,2.0,100.0,23.0,5.75,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0
M Mupachikwa,Zimbabwe,81,45,30.02,78.32,0.0,0.0,0.0,1261.0,26.18,54.86,0.0,0.0,0.0,576.0,0.0,0.0,0.0,0.0,0.0,0.0,28.7,0.0,28.7,0.0,0.0,0.0,0.0
SM Mayers,Zimbabwe,39,9,28.92,92.61,24.67,5.05,3.0,752.0,16.2,67.22,81.0,4.63,1.0,162.0,0.0,0.0,0.0,0.0,0.0,0.0,25.39,4.0,25.39,0.0,0.0,0.0,0.0
CS Mugeri-Tiripano,Zimbabwe,64,19,29.43,102.74,0.0,0.0,0.0,1089.0,30.62,71.01,0.0,0.0,0.0,490.0,0.0,0.0,0.0,0.0,0.0,0.0,29.79,0.0,29.79,0.0,0.0,0.0,0.0
M Musonda,Zimbabwe,65,22,22.67,100.31,0.0,12.43,0.0,975.0,21.83,64.69,0.0,0.0,0.0,262.0,0.0,0.0,0.0,0.0,0.0,0.0,22.49,0.0,23.39,11.0,0.0,0.0,0.0
J Nkomo,Zimbabwe,72,17,24.33,82.69,17.03,4.93,58.0,511.0,40.17,65.85,21.57,3.73,23.0,482.0,0.0,0.0,0.0,0.0,0.0,0.0,30.09,81.0,30.09,0.0,0.0,0.0,0.0
R Haiong,Mozambique,21,1,6.69,41.43,29.0,5.04,4.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.69,4.0,4.0,6.92,0.0,0.0,0.0
T Granger,Zimbabwe,10,4,23.0,104.55,10.3,3.77,10.0,23.0,12.67,65.52,56.0,6.22,2.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,15.25,12.0,15.25,0.0,0.0,0.0,0.0
A Mazvishaya,Zimbabwe,33,8,18.0,64.29,19.38,5.84,21.0,18.0,20.33,47.29,44.67,4.28,9.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,26.33,30.0,26.33,0.0,0.0,0.0,0.0
AC Mushangwe,Zimbabwe,35,10,38.0,92.68,14.74,5.58,46.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,46.0,20.0,18.0,0.0,0.0,0.0
P Marange,Zimbabwe,59,7,12.93,76.05,18.84,4.29,43.0,181.0,13.89,81.7,38.38,4.03,8.0,125.0,0.0,0.0,0.0,0.0,0.0,0.0,13.3,51.0,13.3,0.0,0.0,0.0,0.0
L Phiri,Zimbabwe,38,5,7.7,58.78,20.29,4.76,17.0,77.0,23.5,57.32,42.0,4.9,7.0,188.0,0.0,0.0,0.0,0.0,0.0,0.0,14.72,24.0,14.72,0.0,0.0,0.0,0.0
J Sainda,Mozambique,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D Busingye,Uganda,5,1,37.33,75.17,19.0,5.7,1.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.33,1.0,0.0,37.33,0.0,0.0,0.0
NK Bagenda,Uganda,12,5,13.88,68.1,0.0,0.0,0.0,111.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.88,0.0,7.5,16.0,0.0,0.0,0.0
M Sheriff,Sierra Leone,5,2,3.25,72.22,34.0,4.16,1.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.25,1.0,0.0,3.25,0.0,0.0,0.0
B Etim,Nigeria,20,4,12.65,62.87,26.11,5.47,9.0,215.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.65,9.0,4.5,13.73,0.0,0.0,0.0
R Samson,Nigeria,24,1,8.0,64.86,17.3,5.04,23.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,23.0,0.0,8.0,0.0,0.0,0.0
OS Oyronke,Nigeria,2,2,1.0,15.38,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0
M Desmond,Nigeria,10,2,2.5,20.83,12.5,4.64,12.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,12.0,0.0,5.0,0.0,0.0,0.0
T Abdulquadri,Nigeria,7,0,11.0,68.75,15.5,4.93,8.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,8.0,0.0,11.0,0.0,0.0,0.0
A Obulor,Nigeria,11,3,9.0,52.94,27.75,6.11,4.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,4.0,1.0,8.8,0.0,0.0,0.0
S Agazuma,Nigeria,6,3,19.0,67.26,0.0,0.0,0.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,1.0,25.0,0.0,0.0,0.0
A Igbobie,Nigeria,10,3,9.4,38.84,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.4,0.0,0.0,9.4,0.0,0.0,0.0
B Nwobodo,Nigeria,2,0,45.0,55.56,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,12.0,33.0,0.0,0.0,0.0
S Walaza,Uganda,27,5,3.44,58.49,27.07,5.17,15.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.44,15.0,2.4,4.75,0.0,0.0,0.0
NN Saidi,Tanzania,28,8,11.6,65.91,14.67,4.39,30.0,116.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.6,30.0,6.0,12.22,0.0,0.0,0.0
PZ Kamunya,Tanzania,43,9,8.1,70.83,10.96,3.66,53.0,170.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.1,53.0,3.5,9.18,0.0,0.0,0.0
TS Omary,Tanzania,11,4,4.86,50.0,13.67,4.32,9.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.86,9.0,9.5,3.0,0.0,0.0,0.0
FO Kibasu,Tanzania,43,9,26.33,96.24,19.28,6.37,18.0,948.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.33,18.0,9.33,27.88,0.0,0.0,0.0
NO Tindo,Tanzania,3,0,1.0,100.0,34.5,6.68,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0
Zinaida Jeremiah,Tanzania,7,1,12.0,44.44,11.0,5.08,10.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,10.0,12.0,0.0,0.0,0.0,0.0
M Pascal,Tanzania,14,5,23.08,90.82,13.67,5.72,3.0,277.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.08,3.0,14.0,26.11,0.0,0.0,0.0
HM Omary,Tanzania,38,10,18.92,83.42,0.0,3.5,0.0,473.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.92,0.0,4.5,21.67,0.0,0.0,0.0
NJ Pius,Tanzania,35,13,23.62,82.41,16.58,4.41,12.0,567.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.62,12.0,7.5,26.85,0.0,0.0,0.0
GL Mushi,Tanzania,6,0,23.67,68.93,0.0,0.0,0.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.67,0.0,16.0,18.33,0.0,0.0,0.0
CT Dhururu,Zimbabwe,50,28,15.6,74.0,0.0,0.0,0.0,390.0,16.92,42.15,0.0,0.0,0.0,220.0,0.0,0.0,0.0,0.0,0.0,0.0,16.05,0.0,16.05,0.0,0.0,0.0,0.0
SH Mohamedi,Tanzania,22,12,10.19,75.46,0.0,0.0,0.0,163.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.19,0.0,0.0,10.87,0.0,0.0,0.0
MD Bimenyimana,Rwanda,64,16,21.24,69.32,11.38,4.2,66.0,1062.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.24,66.0,3.5,21.98,0.0,0.0,0.0
M Vumiliya,Rwanda,19,1,11.0,91.67,15.0,4.35,18.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,18.0,7.0,12.0,0.0,0.0,0.0
G Ishimwe,Rwanda,48,12,22.22,85.06,25.4,6.05,5.0,911.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.22,5.0,15.0,22.59,0.0,0.0,0.0
V Iriho,Rwanda,5,1,7.0,49.12,26.0,4.82,3.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,2.0,8.67,0.0,0.0,0.0
J Nyirankundineza,Rwanda,22,2,9.0,56.25,18.53,5.0,19.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,19.0,0.0,9.0,0.0,0.0,0.0
D Mukarurangwa,Rwanda,6,1,15.5,62.0,0.0,0.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.5,0.0,2.0,20.0,0.0,0.0,0.0
H Ishimwe,Rwanda,68,14,17.38,93.43,10.79,4.44,95.0,782.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.38,95.0,7.0,17.86,0.0,0.0,0.0
DI Dusabemungu,Rwanda,6,0,5.8,39.73,0.0,7.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.8,0.0,6.0,5.75,0.0,0.0,0.0
S Uwera,Rwanda,26,6,12.59,60.88,0.0,0.0,0.0,277.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.59,0.0,21.5,11.7,0.0,0.0,0.0
C Uwamahoro,Rwanda,18,3,16.46,78.39,0.0,0.0,0.0,214.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.46,0.0,0.0,17.83,0.0,0.0,0.0
A Uwimbabazi,Rwanda,6,2,9.0,60.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,4.0,10.67,0.0,0.0,0.0
M Ochieng,Kenya,9,3,3.5,100.0,16.62,4.11,8.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,8.0,0.0,4.67,0.0,0.0,0.0
E Waithaka,Kenya,7,3,7.0,22.58,22.4,4.36,5.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,5.0,0.0,7.0,0.0,0.0,0.0
M Mwangi,Kenya,21,4,14.33,66.67,10.38,4.6,13.0,172.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.33,13.0,1.5,16.9,0.0,0.0,0.0
E Wachira,Kenya,42,13,15.89,69.19,13.29,4.59,45.0,429.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.89,45.0,1.0,17.08,0.0,0.0,0.0
M Ndhambi,Kenya,8,3,25.5,71.83,0.0,6.0,0.0,102.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.5,0.0,0.0,25.5,0.0,0.0,0.0
V Ooko,Kenya,38,12,14.76,73.92,0.0,0.0,0.0,428.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.76,0.0,3.5,15.59,0.0,0.0,0.0
D Njoroge,Kenya,14,3,32.43,84.39,0.0,8.43,0.0,227.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.43,0.0,1.0,37.67,0.0,0.0,0.0
SW Kinyua,Kenya,2,0,40.0,65.57,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,40.0,0.0,0.0,0.0
V Abuga,Kenya,28,7,16.74,84.06,0.0,0.0,0.0,385.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.74,0.0,0.5,18.29,0.0,0.0,0.0
M Ngoche,Kenya,9,6,18.14,73.41,0.0,7.0,0.0,127.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.14,0.0,3.67,29.0,0.0,0.0,0.0
S Juma,Kenya,15,2,17.6,94.12,0.0,0.0,0.0,176.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.6,0.0,35.0,15.67,0.0,0.0,0.0
N Squire,Sierra Leone,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
I Muhawenimana,Rwanda,26,2,4.67,60.87,26.86,4.64,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.67,14.0,0.0,4.67,0.0,0.0,0.0
N Mutasa,Zimbabwe,5,0,2.0,66.67,10.62,4.18,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,2.0,0.0,0.0,0.0,0.0
N Sibanda,Zimbabwe,66,22,6.0,56.6,17.84,4.72,38.0,30.0,10.8,44.63,39.64,4.16,14.0,108.0,0.0,0.0,0.0,0.0,0.0,0.0,9.2,52.0,9.2,0.0,0.0,0.0,0.0
H Ayoka,Nigeria,1,0,4.0,50.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0
A Ndiraya,Zimbabwe,33,8,11.75,75.0,8.67,3.55,3.0,141.0,30.57,68.59,16.0,3.69,1.0,428.0,0.0,0.0,0.0,0.0,0.0,0.0,21.88,4.0,21.88,0.0,0.0,0.0,0.0
F Fyneface,Nigeria,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G Ephraim,Nigeria,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A Ikuzwe,Rwanda,52,6,16.08,76.44,13.53,4.62,51.0,386.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.08,51.0,4.0,16.61,0.0,0.0,0.0
V Mansale,Vanuatu,24,7,3.82,45.65,18.61,5.26,23.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.82,23.0,3.14,5.0,0.0,0.0,0.0
R Andrew,Vanuatu,26,11,30.8,92.63,15.68,4.62,25.0,616.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.8,25.0,14.5,41.67,0.0,0.0,0.0
S Solman,Vanuatu,25,10,27.0,88.04,22.17,5.43,18.0,324.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,18.0,12.83,41.17,0.0,0.0,0.0
L Tastuki,Vanuatu,3,2,14.0,77.78,26.0,4.11,2.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,2.0,25.0,3.0,0.0,0.0,0.0
A Chilia,Vanuatu,18,1,11.45,54.31,53.0,4.89,1.0,126.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.45,1.0,7.57,18.25,0.0,0.0,0.0
N Navaika,Vanuatu,26,5,16.63,64.49,12.18,4.71,34.0,316.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.63,34.0,8.44,24.0,0.0,0.0,0.0
V Langiatu,Vanuatu,26,5,15.73,72.91,0.0,0.0,0.0,409.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.73,0.0,10.56,18.47,0.0,0.0,0.0
NM Ambo,Papua New Guinea,8,3,0.0,0.0,12.38,4.34,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
JC Sokomanu,Vanuatu,2,2,1.5,23.08,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,2.0,1.0,0.0,0.0,0.0
M Carlot,Vanuatu,8,1,4.8,42.11,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8,0.0,4.5,6.0,0.0,0.0,0.0
MV Fare,Vanuatu,3,0,10.0,62.5,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,9.0,1.0,0.0,0.0,0.0
M Tarimiala,Vanuatu,8,6,7.75,54.39,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.75,0.0,10.5,5.0,0.0,0.0,0.0
Erika Oda,Japan,30,6,21.0,87.78,0.0,0.0,0.0,546.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,6.67,22.87,0.0,0.0,0.0
NMP Suwandewi,Indonesia,23,3,7.0,38.89,12.13,3.44,23.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,23.0,13.0,1.0,0.0,0.0,0.0
A Kitayama,Japan,6,1,4.0,54.55,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,6.0,3.6,0.0,0.0,0.0
N Sitompul,Indonesia,3,0,0.0,0.0,7.33,3.38,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0
R Endo,Japan,6,1,4.6,44.23,14.2,6.17,5.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6,5.0,1.0,5.5,0.0,0.0,0.0
NPAN Sakarini,Indonesia,28,16,36.39,76.7,0.0,0.0,0.0,655.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.39,0.0,31.5,37.0,0.0,0.0,0.0
